,forecasts,actuals,datetime
14,117.76813,126.48,2022-01-13 00:00:00+01:00
15,119.39792,124.75,2022-01-13 01:00:00+01:00
16,116.604034,122.32,2022-01-13 02:00:00+01:00
17,117.15875,121.44,2022-01-13 03:00:00+01:00
18,116.89669,120.97,2022-01-13 04:00:00+01:00
19,120.68844,121.52,2022-01-13 05:00:00+01:00
20,125.124,124.4,2022-01-13 06:00:00+01:00
21,135.90875,129.9,2022-01-13 07:00:00+01:00
22,137.33112,132.65,2022-01-13 08:00:00+01:00
23,137.53075,133.31,2022-01-13 09:00:00+01:00
24,137.08319,133.43,2022-01-13 10:00:00+01:00
25,138.24101,132.82,2022-01-13 11:00:00+01:00
26,138.37811,130.32,2022-01-13 12:00:00+01:00
27,138.30998,129.97,2022-01-13 13:00:00+01:00
28,138.25084,129.91,2022-01-13 14:00:00+01:00
29,138.23677,129.81,2022-01-13 15:00:00+01:00
30,141.11313,130.36,2022-01-13 16:00:00+01:00
31,138.90645,130.23,2022-01-13 17:00:00+01:00
32,137.55486,130.34,2022-01-13 18:00:00+01:00
33,133.05553,128.99,2022-01-13 19:00:00+01:00
34,127.921486,126.36,2022-01-13 20:00:00+01:00
35,127.115295,126.16,2022-01-13 21:00:00+01:00
36,128.97295,121.35,2022-01-13 22:00:00+01:00
37,122.78244,118.31,2022-01-13 23:00:00+01:00
