,forecasts,actuals,datetime
14,140.7141,137.86,2022-01-19 00:00:00+01:00
15,141.12968,134.91,2022-01-19 01:00:00+01:00
16,142.2956,134.91,2022-01-19 02:00:00+01:00
17,141.99294,133.77,2022-01-19 03:00:00+01:00
18,142.34697,133.82,2022-01-19 04:00:00+01:00
19,142.03815,135.96,2022-01-19 05:00:00+01:00
20,143.73717,137.76,2022-01-19 06:00:00+01:00
21,143.5268,139.15,2022-01-19 07:00:00+01:00
22,142.37999,139.94,2022-01-19 08:00:00+01:00
23,141.6952,139.84,2022-01-19 09:00:00+01:00
24,141.59593,139.42,2022-01-19 10:00:00+01:00
25,140.62651,138.93,2022-01-19 11:00:00+01:00
26,140.89336,138.31,2022-01-19 12:00:00+01:00
27,140.98247,138.38,2022-01-19 13:00:00+01:00
28,141.22443,138.24,2022-01-19 14:00:00+01:00
29,140.36356,137.53,2022-01-19 15:00:00+01:00
30,140.49683,137.9,2022-01-19 16:00:00+01:00
31,140.77327,137.7,2022-01-19 17:00:00+01:00
32,140.55145,137.24,2022-01-19 18:00:00+01:00
33,141.48036,134.55,2022-01-19 19:00:00+01:00
34,140.34456,131.05,2022-01-19 20:00:00+01:00
35,135.90826,132.18,2022-01-19 21:00:00+01:00
36,127.77346,126.04,2022-01-19 22:00:00+01:00
37,125.61106,120.29,2022-01-19 23:00:00+01:00
