,forecasts,actuals,datetime
14,151.59828,136.98,2022-01-16 00:00:00+01:00
15,149.43404,136.12,2022-01-16 01:00:00+01:00
16,149.69441,133.88,2022-01-16 02:00:00+01:00
17,152.14546,133.64,2022-01-16 03:00:00+01:00
18,151.91035,133.55,2022-01-16 04:00:00+01:00
19,150.20396,133.39,2022-01-16 05:00:00+01:00
20,149.79646,127.85,2022-01-16 06:00:00+01:00
21,138.9251,124.75,2022-01-16 07:00:00+01:00
22,131.39601,126.67,2022-01-16 08:00:00+01:00
23,130.2187,127.31,2022-01-16 09:00:00+01:00
24,130.0645,127.85,2022-01-16 10:00:00+01:00
25,128.83234,127.74,2022-01-16 11:00:00+01:00
26,128.51408,126.95,2022-01-16 12:00:00+01:00
27,128.65404,126.41,2022-01-16 13:00:00+01:00
28,128.76192,122.73,2022-01-16 14:00:00+01:00
29,128.7033,125.85,2022-01-16 15:00:00+01:00
30,128.66443,126.59,2022-01-16 16:00:00+01:00
31,123.98684,129.44,2022-01-16 17:00:00+01:00
32,130.21779,126.18,2022-01-16 18:00:00+01:00
33,128.08946,125.36,2022-01-16 19:00:00+01:00
34,125.741844,125.38,2022-01-16 20:00:00+01:00
35,126.19119,124.37,2022-01-16 21:00:00+01:00
36,126.29897,120.67,2022-01-16 22:00:00+01:00
37,121.850395,115.74,2022-01-16 23:00:00+01:00
