,forecasts,actuals,datetime
14,138.65321,131.9,2022-01-24 00:00:00+01:00
15,138.5988,130.34,2022-01-24 01:00:00+01:00
16,138.59578,129.5,2022-01-24 02:00:00+01:00
17,138.59715,129.22,2022-01-24 03:00:00+01:00
18,138.59781,129.16,2022-01-24 04:00:00+01:00
19,139.60545,130.89,2022-01-24 05:00:00+01:00
20,139.81746,132.88,2022-01-24 06:00:00+01:00
21,144.62439,135.55,2022-01-24 07:00:00+01:00
22,150.55437,136.54,2022-01-24 08:00:00+01:00
23,155.67249,136.73,2022-01-24 09:00:00+01:00
24,158.82982,136.64,2022-01-24 10:00:00+01:00
25,160.56859,136.34,2022-01-24 11:00:00+01:00
26,161.46521,136.18,2022-01-24 12:00:00+01:00
27,161.9108,135.74,2022-01-24 13:00:00+01:00
28,162.13,136.01,2022-01-24 14:00:00+01:00
29,162.23962,135.7,2022-01-24 15:00:00+01:00
30,162.07301,136.51,2022-01-24 16:00:00+01:00
31,159.46907,136.87,2022-01-24 17:00:00+01:00
32,160.60118,136.38,2022-01-24 18:00:00+01:00
33,158.9667,136.1,2022-01-24 19:00:00+01:00
34,153.2582,134.63,2022-01-24 20:00:00+01:00
35,146.14436,135.16,2022-01-24 21:00:00+01:00
36,142.46275,133.61,2022-01-24 22:00:00+01:00
37,140.78015,132.11,2022-01-24 23:00:00+01:00
