,forecasts,actuals,datetime
14,134.88382,136.58,2022-01-31 00:00:00+01:00
15,135.24138,132.74,2022-01-31 01:00:00+01:00
16,130.08208,128.1,2022-01-31 02:00:00+01:00
17,125.644585,121.65,2022-01-31 03:00:00+01:00
18,123.858025,122.07,2022-01-31 04:00:00+01:00
19,123.74713,132.85,2022-01-31 05:00:00+01:00
20,127.12533,143.29,2022-01-31 06:00:00+01:00
21,134.93974,150.16,2022-01-31 07:00:00+01:00
22,135.01785,235.32,2022-01-31 08:00:00+01:00
23,135.09952,243.86,2022-01-31 09:00:00+01:00
24,135.46637,240.14,2022-01-31 10:00:00+01:00
25,135.50352,229.98,2022-01-31 11:00:00+01:00
26,137.37964,222.64,2022-01-31 12:00:00+01:00
27,136.8218,190.29,2022-01-31 13:00:00+01:00
28,136.56377,150.82,2022-01-31 14:00:00+01:00
29,135.13783,149.3,2022-01-31 15:00:00+01:00
30,134.4455,149.6,2022-01-31 16:00:00+01:00
31,135.01288,149.14,2022-01-31 17:00:00+01:00
32,134.79778,148.02,2022-01-31 18:00:00+01:00
33,135.31337,147.67,2022-01-31 19:00:00+01:00
34,135.27478,147.53,2022-01-31 20:00:00+01:00
35,134.91075,148.77,2022-01-31 21:00:00+01:00
36,134.76616,146.87,2022-01-31 22:00:00+01:00
37,133.84618,142.18,2022-01-31 23:00:00+01:00
