,forecasts,actuals,datetime
14,116.99058,120.34743,2022-01-27 00:00:00+01:00
15,116.01041,116.466034,2022-01-27 01:00:00+01:00
16,116.674805,121.53479,2022-01-27 02:00:00+01:00
17,118.52756,122.2596,2022-01-27 03:00:00+01:00
18,120.75205,115.721664,2022-01-27 04:00:00+01:00
19,122.081276,160.7145,2022-01-27 05:00:00+01:00
20,122.3724,141.253,2022-01-27 06:00:00+01:00
21,122.31518,121.7915,2022-01-27 07:00:00+01:00
22,111.55007,102.33,2022-01-27 08:00:00+01:00
23,114.657745,120.81377,2022-01-27 09:00:00+01:00
24,113.78358,116.018394,2022-01-27 10:00:00+01:00
25,112.245,118.39851,2022-01-27 11:00:00+01:00
26,114.153465,119.02673,2022-01-27 12:00:00+01:00
27,113.669556,120.420525,2022-01-27 13:00:00+01:00
28,117.94773,122.92667,2022-01-27 14:00:00+01:00
29,117.75425,122.45558,2022-01-27 15:00:00+01:00
30,118.1256,128.63676,2022-01-27 16:00:00+01:00
31,126.10217,127.378815,2022-01-27 17:00:00+01:00
32,125.0488,119.64545,2022-01-27 18:00:00+01:00
33,126.33787,122.48268,2022-01-27 19:00:00+01:00
34,118.01245,113.72403,2022-01-27 20:00:00+01:00
35,121.07223,120.51234,2022-01-27 21:00:00+01:00
36,114.79288,103.73983,2022-01-27 22:00:00+01:00
37,71.90519,40.275795,2022-01-27 23:00:00+01:00
