,forecasts,actuals,datetime
14,98.00589,100.0,2022-01-02 00:00:00+01:00
15,97.14393,83.40909,2022-01-02 01:00:00+01:00
16,96.689995,82.735405,2022-01-02 02:00:00+01:00
17,96.436,84.788826,2022-01-02 03:00:00+01:00
18,96.27918,84.12162,2022-01-02 04:00:00+01:00
19,95.26737,93.54717,2022-01-02 05:00:00+01:00
20,95.818016,111.720146,2022-01-02 06:00:00+01:00
21,95.948,99.28841,2022-01-02 07:00:00+01:00
22,95.98358,84.74022,2022-01-02 08:00:00+01:00
23,95.98597,79.50219,2022-01-02 09:00:00+01:00
24,96.30707,78.57143,2022-01-02 10:00:00+01:00
25,100.12847,89.48053,2022-01-02 11:00:00+01:00
26,97.101265,98.59813,2022-01-02 12:00:00+01:00
27,96.437004,97.32143,2022-01-02 13:00:00+01:00
28,96.18241,91.538155,2022-01-02 14:00:00+01:00
29,96.054016,85.754875,2022-01-02 15:00:00+01:00
30,95.9907,79.9716,2022-01-02 16:00:00+01:00
31,95.96387,74.188324,2022-01-02 17:00:00+01:00
32,95.94288,68.40505,2022-01-02 18:00:00+01:00
33,95.925285,62.621773,2022-01-02 19:00:00+01:00
34,95.90972,56.838497,2022-01-02 20:00:00+01:00
35,95.895355,51.05522,2022-01-02 21:00:00+01:00
36,95.90567,45.271946,2022-01-02 22:00:00+01:00
37,95.885925,39.488667,2022-01-02 23:00:00+01:00
