,forecasts,actuals,datetime
14,129.82588,156.99,2022-01-15 00:00:00+01:00
15,128.195,149.53,2022-01-15 01:00:00+01:00
16,131.90347,149.9,2022-01-15 02:00:00+01:00
17,134.14423,158.77,2022-01-15 03:00:00+01:00
18,127.558655,149.991,2022-01-15 04:00:00+01:00
19,142.08496,157.92,2022-01-15 05:00:00+01:00
20,146.16248,154.7985,2022-01-15 06:00:00+01:00
21,146.16454,160.7,2022-01-15 07:00:00+01:00
22,146.63008,138.1926,2022-01-15 08:00:00+01:00
23,146.80243,150.31456,2022-01-15 09:00:00+01:00
24,148.88152,181.62494,2022-01-15 10:00:00+01:00
25,151.54543,177.36436,2022-01-15 11:00:00+01:00
26,153.12926,145.5711,2022-01-15 12:00:00+01:00
27,153.86021,141.55666,2022-01-15 13:00:00+01:00
28,154.21559,151.0359,2022-01-15 14:00:00+01:00
29,154.28827,178.46481,2022-01-15 15:00:00+01:00
30,154.3788,211.34698,2022-01-15 16:00:00+01:00
31,162.38982,159.85,2022-01-15 17:00:00+01:00
32,163.27179,159.27,2022-01-15 18:00:00+01:00
33,145.62192,97.15719,2022-01-15 19:00:00+01:00
34,148.4184,130.368,2022-01-15 20:00:00+01:00
35,142.9062,131.04759,2022-01-15 21:00:00+01:00
36,137.56891,131.8868,2022-01-15 22:00:00+01:00
37,129.59924,138.48215,2022-01-15 23:00:00+01:00
