,forecasts,actuals,datetime
14,137.75734,63.011005,2022-01-13 00:00:00+01:00
15,137.03247,65.18412,2022-01-13 01:00:00+01:00
16,138.86287,65.03319,2022-01-13 02:00:00+01:00
17,138.93547,51.03574,2022-01-13 03:00:00+01:00
18,138.43596,43.872913,2022-01-13 04:00:00+01:00
19,138.4821,37.953236,2022-01-13 05:00:00+01:00
20,147.99065,51.149918,2022-01-13 06:00:00+01:00
21,147.6339,64.346596,2022-01-13 07:00:00+01:00
22,147.99846,77.543274,2022-01-13 08:00:00+01:00
23,147.33054,90.73996,2022-01-13 09:00:00+01:00
24,147.32625,103.93664,2022-01-13 10:00:00+01:00
25,147.89554,117.133316,2022-01-13 11:00:00+01:00
26,147.91936,130.33,2022-01-13 12:00:00+01:00
27,151.37839,132.86,2022-01-13 13:00:00+01:00
28,152.26555,127.01,2022-01-13 14:00:00+01:00
29,152.37325,134.34714,2022-01-13 15:00:00+01:00
30,151.97466,130.11742,2022-01-13 16:00:00+01:00
31,149.89851,113.83897,2022-01-13 17:00:00+01:00
32,149.35114,97.56052,2022-01-13 18:00:00+01:00
33,147.5937,81.28207,2022-01-13 19:00:00+01:00
34,147.57977,65.00362,2022-01-13 20:00:00+01:00
35,147.26898,48.725163,2022-01-13 21:00:00+01:00
36,147.07066,32.446712,2022-01-13 22:00:00+01:00
37,133.11165,35.491867,2022-01-13 23:00:00+01:00
