,forecasts,actuals,datetime
14,148.06505,144.56181,2022-01-19 00:00:00+01:00
15,149.05736,144.99083,2022-01-19 01:00:00+01:00
16,135.73692,146.4349,2022-01-19 02:00:00+01:00
17,135.83394,144.99515,2022-01-19 03:00:00+01:00
18,136.65681,144.0,2022-01-19 04:00:00+01:00
19,135.8056,145.98854,2022-01-19 05:00:00+01:00
20,140.31627,143.24281,2022-01-19 06:00:00+01:00
21,145.9267,140.4971,2022-01-19 07:00:00+01:00
22,145.9622,137.75137,2022-01-19 08:00:00+01:00
23,138.60521,135.00565,2022-01-19 09:00:00+01:00
24,138.4494,132.25993,2022-01-19 10:00:00+01:00
25,134.26573,132.28548,2022-01-19 11:00:00+01:00
26,133.78162,135.93459,2022-01-19 12:00:00+01:00
27,133.7801,129.66318,2022-01-19 13:00:00+01:00
28,134.54146,130.46143,2022-01-19 14:00:00+01:00
29,134.77167,126.59856,2022-01-19 15:00:00+01:00
30,134.77574,127.2636,2022-01-19 16:00:00+01:00
31,135.05853,129.8,2022-01-19 17:00:00+01:00
32,134.88402,120.40017,2022-01-19 18:00:00+01:00
33,134.77165,110.73272,2022-01-19 19:00:00+01:00
34,130.58372,76.652695,2022-01-19 20:00:00+01:00
35,109.71679,101.471794,2022-01-19 21:00:00+01:00
36,96.2772,83.54541,2022-01-19 22:00:00+01:00
37,93.54786,67.732796,2022-01-19 23:00:00+01:00
