,forecasts,actuals,datetime
14,134.88742,119.98947,2022-01-24 00:00:00+01:00
15,134.88742,120.84765,2022-01-24 01:00:00+01:00
16,134.88742,122.81126,2022-01-24 02:00:00+01:00
17,134.88742,122.97568,2022-01-24 03:00:00+01:00
18,134.88742,122.57195,2022-01-24 04:00:00+01:00
19,135.35114,125.33496,2022-01-24 05:00:00+01:00
20,136.97606,125.03,2022-01-24 06:00:00+01:00
21,151.273,139.8,2022-01-24 07:00:00+01:00
22,166.52007,140.32469,2022-01-24 08:00:00+01:00
23,161.0381,130.0,2022-01-24 09:00:00+01:00
24,159.89763,137.63,2022-01-24 10:00:00+01:00
25,163.64441,136.1012,2022-01-24 11:00:00+01:00
26,164.9071,136.78432,2022-01-24 12:00:00+01:00
27,164.79286,135.02065,2022-01-24 13:00:00+01:00
28,164.79286,132.23372,2022-01-24 14:00:00+01:00
29,164.79286,130.0,2022-01-24 15:00:00+01:00
30,164.79286,133.88747,2022-01-24 16:00:00+01:00
31,164.79286,137.2,2022-01-24 17:00:00+01:00
32,140.55582,109.83446,2022-01-24 18:00:00+01:00
33,135.48341,95.71944,2022-01-24 19:00:00+01:00
34,140.84537,133.25787,2022-01-24 20:00:00+01:00
35,143.86012,132.97511,2022-01-24 21:00:00+01:00
36,144.88176,132.45781,2022-01-24 22:00:00+01:00
37,144.88387,130.65439,2022-01-24 23:00:00+01:00
