,forecasts,actuals,datetime
14,129.19035,131.43,2022-01-07 00:00:00+01:00
15,109.62397,118.16333,2022-01-07 01:00:00+01:00
16,109.378,106.076256,2022-01-07 02:00:00+01:00
17,109.14835,109.263664,2022-01-07 03:00:00+01:00
18,109.223366,108.46975,2022-01-07 04:00:00+01:00
19,110.058784,121.52082,2022-01-07 05:00:00+01:00
20,133.10884,137.90337,2022-01-07 06:00:00+01:00
21,145.576,147.49419,2022-01-07 07:00:00+01:00
22,150.27237,149.77551,2022-01-07 08:00:00+01:00
23,135.75896,125.438515,2022-01-07 09:00:00+01:00
24,133.94902,160.53198,2022-01-07 10:00:00+01:00
25,135.93903,169.24,2022-01-07 11:00:00+01:00
26,136.25012,144.6,2022-01-07 12:00:00+01:00
27,146.10133,160.29608,2022-01-07 13:00:00+01:00
28,153.85823,103.45,2022-01-07 14:00:00+01:00
29,147.50664,158.8,2022-01-07 15:00:00+01:00
30,148.02864,163.48,2022-01-07 16:00:00+01:00
31,154.4713,153.3,2022-01-07 17:00:00+01:00
32,154.32146,143.12,2022-01-07 18:00:00+01:00
33,151.4321,183.18137,2022-01-07 19:00:00+01:00
34,135.37427,122.46023,2022-01-07 20:00:00+01:00
35,133.84114,109.09091,2022-01-07 21:00:00+01:00
36,133.84119,110.17473,2022-01-07 22:00:00+01:00
37,133.84119,113.875,2022-01-07 23:00:00+01:00
