,forecasts,actuals,datetime
14,122.110435,77.303925,2022-01-04 00:00:00+01:00
15,121.82422,76.618904,2022-01-04 01:00:00+01:00
16,121.61263,65.70721,2022-01-04 02:00:00+01:00
17,119.739845,93.735634,2022-01-04 03:00:00+01:00
18,117.282265,101.14947,2022-01-04 04:00:00+01:00
19,117.14524,124.73891,2022-01-04 05:00:00+01:00
20,143.00682,165.54823,2022-01-04 06:00:00+01:00
21,145.14183,155.18738,2022-01-04 07:00:00+01:00
22,145.1426,166.30536,2022-01-04 08:00:00+01:00
23,145.14267,160.94879,2022-01-04 09:00:00+01:00
24,145.14265,160.4414,2022-01-04 10:00:00+01:00
25,145.14262,160.25168,2022-01-04 11:00:00+01:00
26,145.1426,160.6175,2022-01-04 12:00:00+01:00
27,144.6056,162.39168,2022-01-04 13:00:00+01:00
28,145.09715,164.51349,2022-01-04 14:00:00+01:00
29,144.91899,157.08511,2022-01-04 15:00:00+01:00
30,145.3015,158.48721,2022-01-04 16:00:00+01:00
31,145.33589,161.15846,2022-01-04 17:00:00+01:00
32,145.37355,163.11095,2022-01-04 18:00:00+01:00
33,145.46782,155.1481,2022-01-04 19:00:00+01:00
34,114.432625,153.85844,2022-01-04 20:00:00+01:00
35,111.27613,157.9032,2022-01-04 21:00:00+01:00
36,111.26267,158.61372,2022-01-04 22:00:00+01:00
37,111.261505,138.32835,2022-01-04 23:00:00+01:00
