,forecasts,actuals,datetime
14,145.43239,135.66956,2022-01-16 00:00:00+01:00
15,145.05443,107.00018,2022-01-16 01:00:00+01:00
16,145.19838,120.14773,2022-01-16 02:00:00+01:00
17,146.44934,125.80334,2022-01-16 03:00:00+01:00
18,150.8203,125.2461,2022-01-16 04:00:00+01:00
19,150.84703,120.976234,2022-01-16 05:00:00+01:00
20,148.21724,101.19477,2022-01-16 06:00:00+01:00
21,135.8513,93.19496,2022-01-16 07:00:00+01:00
22,133.31317,111.9545,2022-01-16 08:00:00+01:00
23,134.06459,121.973335,2022-01-16 09:00:00+01:00
24,132.04015,94.62867,2022-01-16 10:00:00+01:00
25,129.0933,88.32194,2022-01-16 11:00:00+01:00
26,127.23541,75.550766,2022-01-16 12:00:00+01:00
27,129.64162,156.68317,2022-01-16 13:00:00+01:00
28,129.5001,124.41467,2022-01-16 14:00:00+01:00
29,129.28294,135.22096,2022-01-16 15:00:00+01:00
30,125.487816,123.58572,2022-01-16 16:00:00+01:00
31,124.336876,117.5,2022-01-16 17:00:00+01:00
32,122.6204,116.938705,2022-01-16 18:00:00+01:00
33,110.26282,116.37741,2022-01-16 19:00:00+01:00
34,106.391396,115.81612,2022-01-16 20:00:00+01:00
35,109.59017,115.25482,2022-01-16 21:00:00+01:00
36,113.05996,85.0,2022-01-16 22:00:00+01:00
37,109.375,68.13,2022-01-16 23:00:00+01:00
