,forecasts,actuals,datetime
14,135.44182,128.22,2022-01-25 00:00:00+01:00
15,132.21968,127.38,2022-01-25 01:00:00+01:00
16,131.22615,128.17,2022-01-25 02:00:00+01:00
17,133.04582,131.91641,2022-01-25 03:00:00+01:00
18,136.47838,135.08698,2022-01-25 04:00:00+01:00
19,136.94582,138.60016,2022-01-25 05:00:00+01:00
20,136.94182,142.11333,2022-01-25 06:00:00+01:00
21,139.43294,153.27612,2022-01-25 07:00:00+01:00
22,140.64503,167.1804,2022-01-25 08:00:00+01:00
23,140.59283,173.56291,2022-01-25 09:00:00+01:00
24,140.56926,182.82672,2022-01-25 10:00:00+01:00
25,140.593,164.95769,2022-01-25 11:00:00+01:00
26,138.26611,152.62709,2022-01-25 12:00:00+01:00
27,136.67844,148.91687,2022-01-25 13:00:00+01:00
28,133.93558,131.03334,2022-01-25 14:00:00+01:00
29,132.93353,135.47993,2022-01-25 15:00:00+01:00
30,130.8629,137.1875,2022-01-25 16:00:00+01:00
31,132.55939,133.04861,2022-01-25 17:00:00+01:00
32,131.64162,110.69714,2022-01-25 18:00:00+01:00
33,129.74535,93.46865,2022-01-25 19:00:00+01:00
34,128.04973,101.44677,2022-01-25 20:00:00+01:00
35,116.29972,81.443016,2022-01-25 21:00:00+01:00
36,124.37689,126.93808,2022-01-25 22:00:00+01:00
37,115.87439,80.230255,2022-01-25 23:00:00+01:00
