,forecasts,actuals,datetime
14,67.24444,67.53738,2022-01-30 00:00:00+01:00
15,50.96519,63.32401,2022-01-30 01:00:00+01:00
16,50.7081,80.4222,2022-01-30 02:00:00+01:00
17,50.650463,75.75939,2022-01-30 03:00:00+01:00
18,50.630634,77.67877,2022-01-30 04:00:00+01:00
19,50.621716,80.499954,2022-01-30 05:00:00+01:00
20,50.616077,75.04492,2022-01-30 06:00:00+01:00
21,50.61447,73.294785,2022-01-30 07:00:00+01:00
22,94.05264,117.230934,2022-01-30 08:00:00+01:00
23,114.00901,116.3591,2022-01-30 09:00:00+01:00
24,116.42936,121.84139,2022-01-30 10:00:00+01:00
25,116.44456,125.808624,2022-01-30 11:00:00+01:00
26,116.24347,114.93901,2022-01-30 12:00:00+01:00
27,116.27485,116.64519,2022-01-30 13:00:00+01:00
28,116.45164,125.14068,2022-01-30 14:00:00+01:00
29,116.45164,126.91977,2022-01-30 15:00:00+01:00
30,116.45164,112.29845,2022-01-30 16:00:00+01:00
31,133.47453,136.14638,2022-01-30 17:00:00+01:00
32,133.49437,139.79732,2022-01-30 18:00:00+01:00
33,134.27382,143.44827,2022-01-30 19:00:00+01:00
34,134.36328,142.96364,2022-01-30 20:00:00+01:00
35,132.58897,138.95808,2022-01-30 21:00:00+01:00
36,132.58293,140.45422,2022-01-30 22:00:00+01:00
37,132.58163,137.65,2022-01-30 23:00:00+01:00
