,forecasts,actuals,datetime
14,116.08649,114.65803,2022-01-21 00:00:00+01:00
15,124.302895,117.2102,2022-01-21 01:00:00+01:00
16,129.13759,119.95226,2022-01-21 02:00:00+01:00
17,129.23167,121.3597,2022-01-21 03:00:00+01:00
18,129.23433,137.39127,2022-01-21 04:00:00+01:00
19,130.80827,134.96152,2022-01-21 05:00:00+01:00
20,130.08044,132.53175,2022-01-21 06:00:00+01:00
21,129.948,148.16162,2022-01-21 07:00:00+01:00
22,133.19006,159.56738,2022-01-21 08:00:00+01:00
23,132.02147,141.3,2022-01-21 09:00:00+01:00
24,132.29324,141.6702,2022-01-21 10:00:00+01:00
25,132.17543,138.40587,2022-01-21 11:00:00+01:00
26,131.94342,133.30202,2022-01-21 12:00:00+01:00
27,131.26628,139.49176,2022-01-21 13:00:00+01:00
28,130.34396,134.03613,2022-01-21 14:00:00+01:00
29,130.31027,139.9651,2022-01-21 15:00:00+01:00
30,129.95815,142.86063,2022-01-21 16:00:00+01:00
31,130.95953,140.23547,2022-01-21 17:00:00+01:00
32,129.96027,146.15842,2022-01-21 18:00:00+01:00
33,129.96027,140.55922,2022-01-21 19:00:00+01:00
34,135.28523,137.89317,2022-01-21 20:00:00+01:00
35,130.82495,113.95368,2022-01-21 21:00:00+01:00
36,135.22328,134.11339,2022-01-21 22:00:00+01:00
37,130.66885,124.06,2022-01-21 23:00:00+01:00
