,forecasts,actuals,datetime
14,84.97849,74.15376,2022-01-14 00:00:00+01:00
15,84.7019,112.81565,2022-01-14 01:00:00+01:00
16,85.09551,111.7,2022-01-14 02:00:00+01:00
17,85.11387,103.88752,2022-01-14 03:00:00+01:00
18,85.12383,98.80476,2022-01-14 04:00:00+01:00
19,85.06411,68.18204,2022-01-14 05:00:00+01:00
20,85.07656,80.611855,2022-01-14 06:00:00+01:00
21,85.06957,96.407906,2022-01-14 07:00:00+01:00
22,85.86258,112.20395,2022-01-14 08:00:00+01:00
23,85.46035,128.0,2022-01-14 09:00:00+01:00
24,85.66241,126.0,2022-01-14 10:00:00+01:00
25,85.389465,124.0,2022-01-14 11:00:00+01:00
26,85.648766,122.0,2022-01-14 12:00:00+01:00
27,85.856445,120.0,2022-01-14 13:00:00+01:00
28,85.87734,123.896,2022-01-14 14:00:00+01:00
29,93.21137,126.0977,2022-01-14 15:00:00+01:00
30,125.0604,129.59818,2022-01-14 16:00:00+01:00
31,127.35532,135.98123,2022-01-14 17:00:00+01:00
32,132.31908,135.3754,2022-01-14 18:00:00+01:00
33,133.70093,141.84454,2022-01-14 19:00:00+01:00
34,135.92375,138.71068,2022-01-14 20:00:00+01:00
35,141.0389,141.37697,2022-01-14 21:00:00+01:00
36,141.70215,140.67015,2022-01-14 22:00:00+01:00
37,142.56197,143.42632,2022-01-14 23:00:00+01:00
